name,site,description,about,business_status,phone,full_address,street,city,state,price_range,postal_code,latitude,longitude,before_and_after_photo,photo,street_view,working_hours,logo,reservation_links,,reviews,booking_appointment_link
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/ma/boston/burlington/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.","{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",OPERATIONAL,+1 781-713-3427,"85 Middlesex Turnpike Suite 3062, Burlington, MA 01803",85 Middlesex Turnpike Suite 3062,Burlington,Massachusetts,$200 - $650,01803,42.4843196,-71.216728,https://lh5.googleusercontent.com/p/AF1QipM3gV_xvgXgDnELA0_WrppBAlHpI45pVhdJqY-B=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipM3gV_xvgXgDnELA0_WrppBAlHpI45pVhdJqY-B=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipM3gV_xvgXgDnELA0_WrppBAlHpI45pVhdJqY-B=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""11AM-7PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""9:30AM-5:30PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-TUBuOSGMMn8/AAAAAAAAAAI/AAAAAAAAAAA/b9pUfKkPQbI/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,306,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@42.4843196,-71.216728,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x89e39f6cc608676b:0x343e4a3ae4f179a5!8m2!3d42.4843196!4d-71.216728"
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/ma/boston/framingham/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.",,OPERATIONAL,+1 508-715-3406,"160 Speen St #300, Framingham, MA 01703",160 Speen St #300,Framingham,Massachusetts,$200 - $650,01703,42.3095251,-71.3837412,https://lh5.googleusercontent.com/p/AF1QipP44EdxtXpaNYKCbWeL1TbAOwR5kT7RrZE8i3U=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipP44EdxtXpaNYKCbWeL1TbAOwR5kT7RrZE8i3U=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipP44EdxtXpaNYKCbWeL1TbAOwR5kT7RrZE8i3U=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""9:30AM-6PM"", ""Wednesday"": ""9:30AM-6PM"", ""Thursday"": ""9:30AM-6PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""9AM-3PM"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-wCSNIT4AQmQ/AAAAAAAAAAI/AAAAAAAAAAA/kovAOVi-xPE/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,217,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@42.309525099999995,-71.3837412,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x89e388f4ed928aab:0xe015627c2e730579!8m2!3d42.309525099999995!4d-71.3837412"
Inland Empire Tattoo Removal,http://ietattooremoval.com/,"Inland Empire Tattoo Removal offers expert laser tattoo removal services, helping clients in the region achieve ink-free skin.","{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 909-312-7607,"1895 Orange Tree Ln STE 201, Redlands, CA 92374",1895 Orange Tree Ln STE 201,Redlands,California,$200 - $700,92374,34.067328,-117.2170371,,https://lh5.googleusercontent.com/p/AF1QipPyDR7Z236hBSHSoQASqd7RyTJHhzNMHFdVAucr=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipPyDR7Z236hBSHSoQASqd7RyTJHhzNMHFdVAucr=w1600-h1000-k-no,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-Ha_bhawG-QA/AAAAAAAAAAI/AAAAAAAAAAA/JWM_l95ZCZs/s44-p-k-no-ns-nd/photo.jpg,,http://ietattooremoval.com/#contact,25,"https://www.google.com/maps/place/Inland+Empire+Tattoo+Removal/@34.067327999999996,-117.2170371,14z/data=!4m8!1m2!2m1!1sInland+Empire+Tattoo+Removal!3m4!1s0x80dcaa547028ee8f:0x9fb3b29da9ec640f!8m2!3d34.067327999999996!4d-117.2170371"
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/ca/los-angeles/riverside-la-sierra/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.","{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",OPERATIONAL,+1 951-338-6891,"10303C Magnolia Ave, Riverside, CA 92505",10303C Magnolia Ave,Riverside,California,$200 - $700,92505,33.9131243,-117.462779,,https://lh5.googleusercontent.com/p/AF1QipO-fZ4rFBfBJP69Hb9903lqR8uN4zcDjqIODl1W=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipO-fZ4rFBfBJP69Hb9903lqR8uN4zcDjqIODl1W=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""9:30AM-1:45PM"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-wO8z8vnSQNY/AAAAAAAAAAI/AAAAAAAAAAA/q8xeI8YTwA4/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,218,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@33.9131243,-117.462779,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x80dcb7756f230fcf:0x2f0e86f39792cf42!8m2!3d33.9131243!4d-117.462779"
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/ca/los-angeles/riverside-chino-hills/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.","{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",OPERATIONAL,+1 909-402-2324,"13855 City Center Dr Suite 3021, Chino Hills, CA 91709",13855 City Center Dr Suite 3021,Chino Hills,California,$200 - $700,91709,34.0013985,-117.7299151,,https://lh5.googleusercontent.com/p/AF1QipPx_etwiJf6LtWD7cfJh7CWHqCigaCuVQzE8 hm7=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipPx_etwiJf6LtWD7cfJh7CWHqCigaCuVQzE8hm7=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""9:30AM-1:45PM"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-D9rIoPxT_rY/AAAAAAAAAAI/AAAAAAAAAAA/QmoceOqZm6c/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,113,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@34.0013985,-117.7299151,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x80c333bd8357ddaf:0x3e75cf2ccc2b6cdb!8m2!3d34.0013985!4d-117.7299151"
Goawaytats tattoo removal,http://goawaytats.com/,"Goawaytats provides professional laser tattoo removal, focusing on safe and effective treatments to erase unwanted ink.","{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Other"": {""Identifies as women-owned"": true}}",OPERATIONAL,+1 760-954-0976,"12740 Hesperia Rd, Victorville, CA 92395",12740 Hesperia Rd,Victorville,California,$200 - $700,92395,34.482621,-117.291295,,https://lh5.googleusercontent.com/p/AF1QipPONFN9yV7s 4wmuBvvKTBpiriGecQhK72E9u0iw=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPONFN9yV7s4wmuBvvKTBpiriGecQhK72E9u0iw=w1600-h1000-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""8AM-6PM"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-u_WWU5I9LJI/AAAAAAAAAAI/AAAAAAAAAAA/lFm_xCtv-jQ/s44-p-k-no-ns-nd/photo.jpg,,,17,"https://www.google.com/maps/place/Goawaytats+tattoo+removal/@34.482621,-117.29129499999999,14z/data=!4m8!1m2!2m1!1sGoawaytats+tattoo+removal!3m4!1s0x80c366ea77817a69:0xebbc48cd21de4e16!8m2!3d34.482621!4d-117.29129499999999"
Tattoo Removal Inc,http://tattooremovalinc.com/,"Tattoo Removal Inc specializes in advanced laser tattoo removal, offering tailored solutions for clients seeking clear skin.","{""From the business"": {""Identifies as disabled-owned"": true, ""Identifies as Latino-owned"": true, ""Identifies as veteran-owned"": true}, ""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Parking"": {""Free parking lot"": true, ""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as veteran-owned"": true, ""Identifies as Latino-owned"": true, ""Identifies as disabled-owned"": true}}",OPERATIONAL,+1 562-861-9400,"5580 Imperial Hwy., South Gate, CA 90280",5580 Imperial Hwy.,South Gate,California,$200 - $700,90280,33.9299437,-118.1729991,,https://lh5.googleusercontent.com/p/AF1QipPS2A826UJwx61SzDg0LpaSVOEI_LpqEJVZLJ1L=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPS2A826UJwx61SzDg0LpaSVOEI_LpqEJVZLJ1L=w1600-h1000-k-no,"{""Monday"": ""8AM-4PM"", ""Tuesday"": ""8AM-4PM"", ""Wednesday"": ""8AM-4PM"", ""Thursday"": ""8AM-4PM"", ""Friday"": ""8AM-2PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh3.googleusercontent.com/-BxEr1Y0Sqh0/AAAAAAAAAAI/AAAAAAAAAAA/VTkOUCWWd94/s44-p-k-no-ns-nd/photo.jpg,,https://tattooremovalinc.coconutcalendar.com/#location,157,"https://www.google.com/maps/place/Tattoo+Removal+Inc/@33.929943699999995,-118.1729991,14z/data=!4m8!1m2!2m1!1sTattoo+Removal+Inc!3m4!1s0x80c2cc5af2179d8d:0x1b6c480567e48db2!8m2!3d33.929943699999995!4d-118.1729991"
Removery Tattoo Removal & Fading,https://removery.com/tattoo-removal/locations/ca/orange-county/brea/?rsi=3ecff237-8ef6-40d4-91f5-eb78b0566942,"Removery is the world’s leading tattoo removal company, specializing in safe, expert laser treatments to remove or fade unwanted ink.","{""Service options"": {""Language assistance"": ""English, Spanish""}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Restaurant"": false}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",OPERATIONAL,+1 714-278-4976,"403 W Imperial Hwy Suite H, Brea, CA 92821",403 W Imperial Hwy Suite H,Brea,California,$200 - $700,92821,33.9179265,-117.9042576,https://lh5.googleusercontent.com/p/AF1QipOVQXQZ_JByUNYqdNYrosrLcLMfEnGAm7YuNd46=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipOVQXQZ_JByUNYqdNYrosrLcLMfEnGAm7YuNd46=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipOVQXQZ_JByUNYqdNYrosrLcLMfEnGAm7YuNd46=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""10AM-6PM"", ""Wednesday"": ""10AM-6PM"", ""Thursday"": ""10AM-6PM"", ""Friday"": ""10AM-6PM"", ""Saturday"": ""9:30AM-1:45PM"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-N8ejmeAFDHg/AAAAAAAAAAI/AAAAAAAAAAA/_PNJlDSnhdU/s44-p-k-no-ns-nd/photo.jpg,,https://removery.com/online-booking/?rsi=2d7320e2-ffad-4475-aa39-1b9681252a12,236,"https://www.google.com/maps/place/Removery+Tattoo+Removal+%26+Fading/@33.9179265,-117.9042576,14z/data=!4m8!1m2!2m1!1sRemovery+Tattoo+Removal+%26+Fading!3m4!1s0x80dcd59f499de6fb:0x888428c4982effb2!8m2!3d33.9179265!4d-117.9042576"
Erase & Embrace Tattoo Removal,http://www.eraseandembrace.com/,Erase & Embrace offers laser tattoo removal with a mission to help clients confidently move forward by removing unwanted tattoos.,"{""From the business"": {""Identifies as Asian-owned"": true, ""Identifies as Latino-owned"": true, ""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""Identifies as women-owned"": true, ""Identifies as Latino-owned"": true, ""Identifies as Asian-owned"": true}}",OPERATIONAL,+1 951-540-6524,"40820 Winchester Rd 2505 Ste 9, Temecula, CA 92591",40820 Winchester Rd 2505 Ste 9,Temecula,California,$200 - $700,92591,33.5260024,-117.1536556,,https://lh5.googleusercontent.com/p/AF1QipNjQmVmiWYmfGNYGd355OeWdSFgF7P_RsDnR3ux=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipNjQmVmiWYmfGNYGd355OeWdSFgF7P_RsDnR3ux=w1600-h1000-k-no,"{""Monday"": ""Closed"", ""Tuesday"": ""Closed"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""8AM-12PM"", ""Sunday"": ""Closed""}",https://lh5.googleusercontent.com/-QtDGrxaukqM/AAAAAAAAAAI/AAAAAAAAAAA/S94nVwlcUoQ/s44-p-k-no-ns-nd/photo.jpg,,https://www.vagaro.com//Users/BusinessWidget.aspx?enc=MMLjhIwJMcwFQhXLL7ifVPKnCrdD/lhhd5vfGRWZknhQr6mzkyzPQTZqEgQjDzI/2rumtTI9ISMX/kH2z+Qd59xer33ohV7rSAjJnjAMCTRaNsogGlqZVJBJEdSF+fk6EsOy2FdQhUAmc8YTT8Mx5DLPlVX8P6Qe1hVMHIteDynJ9oBw9r4p0mz5QZRGS3Itsoi0TsjYvp8c+5+BKTYOWCcRyZwPy/AxmnE9a2DILFvlvL/2ZPG/pMRhjV7kdKeBoJrTP/x6/aebNq6mYVmP/TKpPvUPlE56NaMkH2kDvI5EMCzU5fFCo8OmeNSPPJUAR+8ge65lOH997sA5OaIxwamaUQfB/HWOgI57A8Su1YQgurHaAKSUdaBf0KJPSxQz9qJ0yBRTsIKEET8/4yDVGsWYv5mvdhdPg9Ul4/1lBquMOxcv97Y9a9Y2Q2x3Td83mqXiGKgNICadG+545rcg30TVzJQEUbtKg38TwuKH83s=,40,"https://www.google.com/maps/place/Erase+%26+Embrace+Tattoo+Removal/@33.526002399999996,-117.1536556,14z/data=!4m8!1m2!2m1!1sErase+%26+Embrace+Tattoo+Removal!3m4!1s0xa18e61931bd35b43:0xf47f3fcc4a369ba2!8m2!3d33.526002399999996!4d-117.1536556"
TakeTatt Tattoo Removal,https://taketatt.com/,"TakeTatt provides expert laser tattoo removal services, committed to delivering safe and effective results for all clients.","{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 234-430-4048,"5555 Youngstown Warren Rd, Niles, OH 44446",5555 Youngstown Warren Rd,Niles,Ohio,$175 - $550,44446,41.2141853,-80.7477457,https://lh5.googleusercontent.com/p/AF1QipMo8376_zgKJ5aiSy9HnzlrCjyat8x4eXiC_AyV=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipMo8376_zgKJ5aiSy9HnzlrCjyat8x4eXiC_AyV=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipMo8376_zgKJ5aiSy9HnzlrCjyat8x4eXiC_AyV=w1600-h1000-k-no,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-7PM"", ""Sunday"": ""10AM-7PM""}",https://lh3.googleusercontent.com/-VLlPu_Wp7H0/AAAAAAAAAAI/AAAAAAAAAAA/SHlaMDuyzJo/s44-p-k-no-ns-nd/photo.jpg,,,11,"https://www.google.com/maps/place/TakeTatt+Tattoo+Removal/@41.2141853,-80.7477457,14z/data=!4m8!1m2!2m1!1sTakeTatt+Tattoo+Removal!3m4!1s0x8833e181d0574d11:0x143d9d5577ec294d!8m2!3d41.2141853!4d-80.7477457"
TakeTatt Tattoo Removal,https://taketatt.com/,"TakeTatt provides expert laser tattoo removal services, committed to delivering safe and effective results for all clients.","{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 740-659-6603,"771 S 30th St, Heath, OH 43056",771 S 30th St,Heath,Ohio,$175 - $550,43056,40.0311992,-82.4471786,https://lh5.googleusercontent.com/p/AF1QipNKTE7zPjxRr28rHoa_lMMu5jXiesrVNWgGJKtw=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNKTE7zPjxRr28rHoa_lMMu5jXiesrVNWgGJKtw=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipNKTE7zPjxRr28rHoa_lMMu5jXiesrVNWgGJKtw=w1600-h1000-k-no,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-7PM"", ""Sunday"": ""10AM-7PM""}",https://lh4.googleusercontent.com/-ZqMvhUPahYA/AAAAAAAAAAI/AAAAAAAAAAA/fZ5mdUUFDJQ/s44-p-k-no-ns-nd/photo.jpg,,,11,"https://www.google.com/maps/place/TakeTatt+Tattoo+Removal/@40.031199199999996,-82.4471786,14z/data=!4m8!1m2!2m1!1sTakeTatt+Tattoo+Removal!3m4!1s0x88381701c4ab21bf:0x4c81c488293886fd!8m2!3d40.031199199999996!4d-82.4471786"
TakeTatt Tattoo Removal,https://taketatt.com/,"TakeTatt provides expert laser tattoo removal services, committed to delivering safe and effective results for all clients.","{""Accessibility"": {""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 234-666-4355,"4230 Belden Village St NW, Canton, OH 44718",4230 Belden Village St NW,Canton,Ohio,$175 - $550,44718,40.8553966,-81.4257338,https://lh5.googleusercontent.com/p/AF1QipNInAzrbxh68SYdHwEI1PvwMO4Sfpg0BLVht0Xa=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNInAzrbxh68SYdHwEI1PvwMO4Sfpg0BLVht0Xa=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipNInAzrbxh68SYdHwEI1PvwMO4Sfpg0BLVht0Xa=w1600-h1000-k-no,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-7PM"", ""Sunday"": ""10AM-7PM""}",https://lh4.googleusercontent.com/-7RobHZImD1w/AAAAAAAAAAI/AAAAAAAAAAA/1OC2mK4s7s8/s44-p-k-no-ns-nd/photo.jpg,,https://taketatt.com/book,29,"https://www.google.com/maps/place/TakeTatt+Tattoo+Removal/@40.8553966,-81.4257338,14z/data=!4m8!1m2!2m1!1sTakeTatt+Tattoo+Removal!3m4!1s0x8836d1578fceb0d3:0xab2c4a73abd5c8a8!8m2!3d40.8553966!4d-81.4257338"
TakeTatt Tattoo Removal,http://taketatt.com/,"TakeTatt provides expert laser tattoo removal services, committed to delivering safe and effective results for all clients.","{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",OPERATIONAL,+1 440-799-6296,"500 Southpark Center, Strongsville, OH 44136",500 Southpark Center,Strongsville,Ohio,$175 - $550,44136,41.3077169,-81.8167734,https://lh5.googleusercontent.com/p/AF1QipOix2L4sgefje02VF3u6XkY4Xj_zZ_SJpBvY-1g=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOix2L4sgefje02VF3u6XkY4Xj_zZ_SJpBvY-1g=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOix2L4sgefje02VF3u6XkY4Xj_zZ_SJpBvY-1g=w1600-h1000-k-no,"{""Monday"": ""10AM-7PM"", ""Tuesday"": ""10AM-7PM"", ""Wednesday"": ""10AM-7PM"", ""Thursday"": ""10AM-7PM"", ""Friday"": ""10AM-7PM"", ""Saturday"": ""10AM-5PM"", ""Sunday"": ""10AM-5PM""}",https://lh5.googleusercontent.com/-d4k9UPTlBGs/AAAAAAAAAAI/AAAAAAAAAAA/D33xd7lKYRI/s44-p-k-no-ns-nd/photo.jpg,,,12,"https://www.google.com/maps/place/TakeTatt+Tattoo+Removal/@41.307716899999996,-81.8167734,14z/data=!4m8!1m2!2m1!1sTakeTatt+Tattoo+Removal!3m4!1s0x8830c1c481484e6f:0x3e261263d2d493a3!8m2!3d41.307716899999996!4d-81.8167734"
PGH Tattoo Removal & Aesthetics,https://pghtattooremoval.com/,PGH Tattoo Removal & Aesthetics offers advanced laser tattoo removal alongside aesthetic treatments for a complete skin care experience.,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible seating"": false}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}}",OPERATIONAL,+1 724-566-3036,"3350 Millers Run Rd Suite 201, Cecil, PA 15321",3350 Millers Run Rd Suite 201,Cecil,Pennsylvania,$175 - $600,15321,40.3223472,-80.1992097,NO,https://lh5.googleusercontent.com/p/AF1QipOHkBglEmetW1BjdBcTmz6fzm3VdzBNBNTpXOka=w800-h500-k-no ,https://lh5.googleusercontent.com/p/AF1QipOHkBglEmetW1BjdBcTmz6fzm3VdzBNBNTpXOka=w1600-h1000-k-no,"{""Monday"": ""9AM-8PM"", ""Tuesday"": ""9AM-8PM"", ""Wednesday"": ""9AM-8PM"", ""Thursday"": ""9AM-8PM"", ""Friday"": ""9AM-8PM"", ""Saturday"": ""9AM-8PM"", ""Sunday"": ""9AM-8PM""}",https://lh4.googleusercontent.com/-bf6s6NgYqew/AAAAAAAAAAI/AAAAAAAAAAA/xh64aYbnFL0/s44-p-k-no-ns-nd/photo.jpg,,pghtattooremoval.com/booking/,12,"https://www.google.com/maps/place/PGH+Tattoo+Removal+%26+Aesthetics/@40.322347199999996,-80.1992097,14z/data=!4m8!1m2!2m1!1sPGH+Tattoo+Removal+%26+Aesthetics!3m4!1s0x883451c3de3edfbd:0xc4e6e04df0cab1d7!8m2!3d40.322347199999996!4d-80.1992097"
